ID no.	Business Name	Street address	City	State	Zip Code	Phone	Rating	Gender majority	 Median Salary 	Latte Price
939	 Steamy Moments	5 Memorial Road	Long Beach	California	90810	562-104-2177	4.65	Male	 $88,244 	$5.81
940	 Caffeine Communion	7606 La Follette Street	San Jose	California	95150	408-703-9484	4.25	Female	 $88,036 	$5.13
941	 Mugful Magic	51 Pawling Terrace	Santa Barbara	California	93150	805-639-4065	1.63	Male	 $72,001 	$4.40
942	 Bean Brilliance	659 Parkside Court	San Francisco	California	94142	415-344-0212	4.13	Male	 $87,294 	$5.68
943	 Coffee Coziness	5775 Northport Road	Pasadena	California	91131	626-684-0631	1.45	Male	 $81,178 	$5.35
944	 The Roast Refinery	99617 Northview Alley	Stockton	California	95219	209-986-3102	1.76	Male	 $77,451 	$4.82
945	 Espresso Exuberance	4 Arrowood Parkway	Santa Monica	California	90405	818-189-7235	4.08	Male	 $86,920 	$5.71
946	 Brewed Dreamscape	65852 Glendale Avenue	San Diego	California	92105	619-795-9725	5.00	Male	 $89,316 	$5.20
947	 Cup of Comfort	2 Fair Oaks Parkway	San Francisco	California	94164	415-535-6946	1.89	Female	 $86,936 	$5.31
948	 Latte Landmark	6986 Erie Avenue	Northridge	California	91328	818-968-0810	4.17	Female	 $86,832 	$5.16
949	 Java Joyhouse	656 Golf View Crossing	Petaluma	California	94975	707-437-9520	4.26	Female	 $83,289 	$4.95
950	 Frothy Fusion	3 Ryan Point	Fullerton	California	92835	714-870-8762	4.12	Female	 $82,286 	$5.44
951	 Sip & Stories	69 Russell Way	Long Beach	California	90805	323-120-8513	3.00	Male	 $88,140 	$5.48
952	 Perk Paradise	760 Clemons Place	Sacramento	California	94250	916-150-9617	4.78	Male	 $74,226 	$4.60
953	 Urban Brewtropolis	7008 Brentwood Parkway	Sacramento	California	94257	916-936-3221	2.36	Male	 $84,169 	$5.43
954	 Steamy Moments	9 East Court	Pasadena	California	91131	626-558-8952	5.00	Male	 $81,178 	$4.79
955	 Caffeine Communion	88 Reinke Avenue	Sacramento	California	94245	916-402-4185	3.89	Female	 $78,988 	$5.34
956	 Mugful Magic	23 Hooker Junction	San Francisco	California	94177	415-221-9442	1.50	Male	 $88,503 	$5.75
957	 Bean Brilliance	7 Claremont Point	Inglewood	California	90310	310-379-4779	4.20	Female	 $87,586 	$5.58
958	 Coffee Coziness	42 Darwin Hill	Sacramento	California	94207	916-960-6043	4.60	Female	 $87,863 	$5.74
959	 The Roast Refinery	2147 Farmco Crossing	San Jose	California	95155	408-332-4020	5.00	Male	 $85,684 	$5.22
960	 Espresso Exuberance	97412 Main Pass	Santa Clara	California	95054	831-503-1338	4.76	Male	 $89,323 	$5.50
961	 Brewed Dreamscape	40160 Blackbird Point	Berkeley	California	94712	510-214-4856	4.14	Male	 $89,361 	$5.38
962	 Cup of Comfort	7 Sundown Circle	Santa Barbara	California	93150	805-720-9600	4.01	Female	 $72,001 	$4.54
963	 Latte Landmark	87360 Sullivan Road	Santa Barbara	California	93106	805-130-4846	4.09	Female	 $77,104 	$4.92
964	 Java Joyhouse	6283 Merrick Circle	Los Angeles	California	90040	310-793-4017	4.22	Female	 $76,485 	$5.07
965	 Frothy Fusion	5 Leroy Terrace	San Diego	California	92121	858-506-5868	1.60	Male	 $83,358 	$5.51
966	 Sip & Stories	85 Hermina Crossing	Long Beach	California	90831	562-575-5383	4.23	Male	 $76,580 	$4.59
967	 Perk Paradise	34397 Shelley Center	San Diego	California	92196	619-209-4097	2.89	Male	 $77,795 	$4.58
968	 Urban Brewtropolis	23 Portage Place	Long Beach	California	90840	562-441-2208	1.84	Male	 $78,081 	$4.84
969	 Steamy Moments	22 Golf View Park	Sacramento	California	94280	916-853-5250	4.34	Male	 $79,089 	$4.86
970	 Caffeine Communion	45693 Cottonwood Center	San Francisco	California	94137	415-920-2388	4.72	Male	 $77,404 	$4.77
971	 Mugful Magic	1 Nobel Point	Los Angeles	California	90030	213-262-8243	4.01	Male	 $88,142 	$5.64
972	 Bean Brilliance	9213 Moland Point	Modesto	California	95354	209-484-2175	4.61	Male	 $77,031 	$4.51
973	 Coffee Coziness	8787 Warbler Avenue	San Diego	California	92186	619-188-4084	4.22	Male	 $86,236 	$5.26
974	 The Roast Refinery	267 Troy Point	Bakersfield	California	93386	661-688-1005	4.32	Female	 $77,056 	$4.72
975	 Espresso Exuberance	5 Forster Junction	San Francisco	California	94126	415-877-2214	4.26	Male	 $73,870 	$4.56
976	 Brewed Dreamscape	46564 Reinke Terrace	Sacramento	California	94245	916-172-0719	3.50	Female	 $78,988 	$4.74
977	 Cup of Comfort	3467 Welch Road	Los Angeles	California	90094	323-789-3626	1.50	Male	 $81,405 	$5.00
978	 Latte Landmark	7 Sheridan Road	Ventura	California	93005	805-673-9800	4.08	Male	 $74,782 	$4.85
979	 Java Joyhouse	1963 Emmet Park	South Lake Tahoe	California	96154	530-251-8750	4.49	Male	 $88,458 	$5.60
980	 Frothy Fusion	1 Larry Drive	Los Angeles	California	90060	323-932-2805	4.47	Male	 $76,236 	$4.74
981	 Sip & Stories	62 Glacier Hill Circle	Oakland	California	94622	510-662-2044	3.92	Male	 $77,653 	$4.65
982	 Perk Paradise	4 Park Meadow Crossing	Van Nuys	California	91411	818-584-8823	4.00	Female	 $76,034 	$4.99
983	 Urban Brewtropolis	2459 Golden Leaf Place	Santa Monica	California	90405	818-215-2671	4.82	Female	 $86,920 	$4.98
984	 Steamy Moments	86 Northland Park	San Jose	California	95150	408-978-6232	4.48	Female	 $88,036 	$5.16
985	 Caffeine Communion	40 Sommers Parkway	San Jose	California	95133	408-304-3646	4.04	Female	 $78,176 	$4.65
986	 Mugful Magic	5 Marcy Place	Torrance	California	90510	818-234-2508	1.50	Female	 $88,343 	$5.17
987	 Bean Brilliance	14771 Iowa Crossing	Ventura	California	93005	805-114-5857	4.50	Male	 $74,782 	$4.48
988	 Coffee Coziness	8076 Vahlen Hill	Inglewood	California	90310	310-956-0474	2.20	Male	 $87,586 	$5.46
989	 The Roast Refinery	95165 Amoth Pass	Sacramento	California	94207	916-107-9431	4.15	Female	 $87,863 	$5.02
990	 Espresso Exuberance	48566 Dayton Lane	Santa Monica	California	90410	310-778-6792	1.63	Male	 $74,244 	$4.38
991	 Brewed Dreamscape	329 Melody Road	Redwood City	California	94064	650-611-9079	1.57	Female	 $88,321 	$5.34
992	 Cup of Comfort	4595 John Wall Park	North Hollywood	California	91616	213-973-7558	4.72	Male	 $81,346 	$5.46
993	 Latte Landmark	7385 Springview Street	Fresno	California	93794	559-188-8117	4.33	Male	 $80,782 	$5.04
994	 Java Joyhouse	8 Bluejay Trail	Sacramento	California	94291	916-757-7884	1.54	Female	 $85,267 	$4.89
995	 Frothy Fusion	61 Havey Place	Fullerton	California	92640	559-132-2798	4.50	Female	 $85,806 	$5.35
996	 Sip & Stories	7 Mockingbird Park	San Bernardino	California	92424	909-425-9949	1.78	Male	 $82,834 	$6.48
997	 Perk Paradise	8 Cody Street	Burbank	California	91520	818-845-1356	4.50	Male	 $80,753 	$3.65
998	 Urban Brewtropolis	141 Burrows Place	Los Angeles	California	90035	323-785-4094	3.00	Male	 $87,604 	$4.64
999	 Steamy Moments	42004 Bellgrove Terrace	Orange	California	92867	714-506-9394	4.50	Male	 $74,340 	$3.82
1000	 Caffeine Communion	783 Gateway Center	Pasadena	California	91131	626-443-4268	4.19	Female	 $81,178 	$3.09
